,Game Title,Weekly Sales,All Time Sales,Weeks Out
324,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
325,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
326,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
327,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
328,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
329,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
330,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
331,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
332,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
333,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
334,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
335,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
336,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
337,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
338,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
339,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
340,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
341,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
342,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
343,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
344,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
345,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
346,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
347,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
348,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
349,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
350,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
351,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
352,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
353,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
354,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
355,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
356,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
357,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
358,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
359,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
360,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
361,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
362,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
363,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
364,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
365,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
366,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
367,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
368,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
369,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
370,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
371,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
372,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
373,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
374,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
375,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
376,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
377,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
378,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
379,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
380,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
381,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
382,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
383,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
384,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
385,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
386,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
387,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
388,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
389,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
390,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
391,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
392,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
393,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
394,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
395,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
396,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
397,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
398,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
399,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
400,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
401,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
402,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
403,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
404,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
405,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
406,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
407,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
408,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
409,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
410,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
411,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
412,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
413,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
414,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
415,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
416,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
417,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
418,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
419,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
420,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
421,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
422,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
423,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
424,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
425,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
426,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
427,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
428,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
429,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
430,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
431,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
432,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
433,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
434,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
435,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
436,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
437,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
438,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
439,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
440,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
441,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
442,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
443,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
444,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
445,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
446,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
447,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
448,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
449,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
450,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
451,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
452,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
453,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
454,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
455,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
456,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
457,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
458,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
459,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
460,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
461,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
462,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
463,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
464,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
465,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
466,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
467,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
468,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
469,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
470,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
471,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
472,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
473,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
474,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
475,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
476,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
477,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
478,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
479,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
480,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
481,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
482,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
483,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
484,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
485,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
486,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
487,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
488,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
489,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
490,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
491,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
492,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
493,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
494,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
495,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
496,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
497,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
498,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
499,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
500,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
501,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
502,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
503,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
504,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
505,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
506,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
507,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
508,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
509,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
510,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
511,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
512,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
513,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
514,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
515,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
516,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
517,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
518,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
519,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
520,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
521,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
522,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
523,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
524,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
525,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
526,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
527,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
528,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
529,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
530,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
531,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
532,"Splatoon 2 (NS)Nintendo, Shooter","96,554","7,037,733",76
533,"FIFA 19 (XOne)Electronic Arts, Sports","94,049","2,223,288",14
534,"Just Cause 4 (PS4)Square Enix, Action-Adventure","84,669","558,661",4
535,"NBA 2K19 (XOne)Take-Two Interactive, Sports","84,187","1,737,777",16
536,"Madden NFL 19 (PS4)Electronic Arts, Sports","83,796","2,214,368",21
537,"Assassin's Creed Odyssey (XOne)Ubisoft, Action-Adventure","78,669","1,388,057",13
538,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","73,714","8,720,682",215
539,"Fortnite (XOne)Gearbox Software, Action","66,653","769,347",76
540,"Super Smash Bros. (2018) (NS)Nintendo, Fighting","1,103,894","8,951,009",4
541,"Red Dead Redemption 2 (PS4)Take-Two Interactive, Action-Adventure","705,407","13,940,203",10
542,"Call of Duty: Black Ops IIII (PS4)Activision, Shooter","511,667","9,317,241",12
543,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","438,400","13,046,117",88
544,"Spider-Man (PS4) (PS4)Sony Interactive Entertainment, Action-Adventure","426,691","8,757,859",17
545,"Super Mario Party (NS)Nintendo, Party","422,274","4,972,711",13
546,"FIFA 19 (PS4)Electronic Arts, Sports","373,147","9,147,505",14
547,"Pokemon: Let's Go, Pikachu! (NS)Nintendo, Role-Playing","337,851","4,566,580",7
548,"Red Dead Redemption 2 (XOne)Take-Two Interactive, Action-Adventure","281,247","5,771,147",10
549,"Call of Duty: Black Ops IIII (XOne)Activision, Shooter","250,631","4,850,704",12
550,"Battlefield V (PS4)Electronic Arts, Shooter","218,421","2,224,270",6
551,"Super Mario Odyssey (NS)Nintendo, Platform","187,233","11,714,226",62
552,"Pokemon: Let's Go, Eevee! (NS)Nintendo, Role-Playing","182,083","2,728,386",7
553,"Assassin's Creed Odyssey (PS4)Ubisoft, Action-Adventure","175,143","3,176,082",13
554,"Spyro Reignited Trilogy (PS4)Activision, Platform","170,019","2,172,947",7
555,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","151,892","9,460,827",96
556,"Battlefield V (XOne)Electronic Arts, Shooter","149,200","1,547,325",6
557,"Minecraft (NS)Mojang, Sandbox","125,185","1,888,081",28
558,"Forza Horizon 4 (XOne)Microsoft Studios, Racing","121,485","1,839,995",13
559,"NBA 2K19 (PS4)Take-Two Interactive, Sports","120,794","2,627,728",16
560,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","111,760","19,392,497",215
561,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","103,134","6,153,527",37
